qtr,area_title,own_title,total_qtrly_wages
2,"Buchanan County, Virginia",Local Government,5164571
1,"Buchanan County, Virginia",Private,9481199
2,"Buchanan County, Virginia",Private,10023965
1,"Buckingham County, Virginia",State Government,0
2,"Buckingham County, Virginia",State Government,0
1,"Buckingham County, Virginia",Local Government,0
2,"Buckingham County, Virginia",Local Government,0
1,"Buckingham County, Virginia",Private,4801671
2,"Buckingham County, Virginia",Private,5009833
1,"Campbell County, Virginia",State Government,0
2,"Campbell County, Virginia",State Government,0
1,"Campbell County, Virginia",Local Government,0
2,"Campbell County, Virginia",Local Government,0
1,"Campbell County, Virginia",Private,7754511
2,"Campbell County, Virginia",Private,8164685
1,"Caroline County, Virginia",Federal Government,63270
2,"Caroline County, Virginia",Federal Government,73761
1,"Caroline County, Virginia",State Government,0
2,"Caroline County, Virginia",State Government,0
1,"Caroline County, Virginia",Local Government,0
2,"Caroline County, Virginia",Local Government,0
1,"Caroline County, Virginia",Private,3599794
2,"Caroline County, Virginia",Private,3652648
1,"Carroll County, Virginia",State Government,0
2,"Carroll County, Virginia",State Government,0
1,"Carroll County, Virginia",Local Government,0
2,"Carroll County, Virginia",Local Government,0
1,"Carroll County, Virginia",Private,8191355
2,"Carroll County, Virginia",Private,7800097
1,"Charles City County, Virginia",State Government,0
2,"Charles City County, Virginia",State Government,0
1,"Charles City County, Virginia",Local Government,0
2,"Charles City County, Virginia",Local Government,0
1,"Charles City County, Virginia",Private,476695
2,"Charles City County, Virginia",Private,487370
1,"Charlotte County, Virginia",State Government,0
2,"Charlotte County, Virginia",State Government,0
1,"Charlotte County, Virginia",Local Government,0
2,"Charlotte County, Virginia",Local Government,0
1,"Charlotte County, Virginia",Private,2451110
2,"Charlotte County, Virginia",Private,2426425
1,"Chesterfield County, Virginia",State Government,18353889
2,"Chesterfield County, Virginia",State Government,18741102
1,"Chesterfield County, Virginia",Local Government,97046685
2,"Chesterfield County, Virginia",Local Government,96699294
1,"Chesterfield County, Virginia",Private,195995656
2,"Chesterfield County, Virginia",Private,205448235
1,"Clarke County, Virginia",State Government,0
2,"Clarke County, Virginia",State Government,0
1,"Clarke County, Virginia",Local Government,0
2,"Clarke County, Virginia",Local Government,0
1,"Clarke County, Virginia",Private,4638289
2,"Clarke County, Virginia",Private,5053202
1,"Craig County, Virginia",State Government,0
2,"Craig County, Virginia",State Government,0
1,"Craig County, Virginia",Local Government,0
2,"Craig County, Virginia",Local Government,0
1,"Craig County, Virginia",Private,708884
2,"Craig County, Virginia",Private,771244
1,"Culpeper County, Virginia",State Government,0
2,"Culpeper County, Virginia",State Government,0
1,"Culpeper County, Virginia",Local Government,16398613
2,"Culpeper County, Virginia",Local Government,16545776
1,"Culpeper County, Virginia",Private,26648756
2,"Culpeper County, Virginia",Private,28336514
1,"Cumberland County, Virginia",State Government,0
2,"Cumberland County, Virginia",State Government,0
1,"Cumberland County, Virginia",Local Government,0
2,"Cumberland County, Virginia",Local Government,0
1,"Cumberland County, Virginia",Private,612268
2,"Cumberland County, Virginia",Private,474957
1,"Dickenson County, Virginia",State Government,0
2,"Dickenson County, Virginia",State Government,0
1,"Dickenson County, Virginia",Local Government,3793703
2,"Dickenson County, Virginia",Local Government,3948451
1,"Dickenson County, Virginia",Private,1889222
2,"Dickenson County, Virginia",Private,1989163
1,"Dinwiddie County, Virginia",State Government,14988004
2,"Dinwiddie County, Virginia",State Government,15018998
1,"Dinwiddie County, Virginia",Local Government,0
2,"Dinwiddie County, Virginia",Local Government,0
1,"Dinwiddie County, Virginia",Private,1842165
2,"Dinwiddie County, Virginia",Private,1828795
1,"Essex County, Virginia",State Government,0
2,"Essex County, Virginia",State Government,0
1,"Essex County, Virginia",Local Government,0
2,"Essex County, Virginia",Local Government,0
1,"Essex County, Virginia",Private,7818116
2,"Essex County, Virginia",Private,8845907
1,"Fairfax County, Virginia",Federal Government,11288571
2,"Fairfax County, Virginia",Federal Government,10866003
1,"Fairfax County, Virginia",State Government,110256277
2,"Fairfax County, Virginia",State Government,100573592
1,"Fairfax County, Virginia",Local Government,0
2,"Fairfax County, Virginia",Local Government,0
1,"Fairfax County, Virginia",Private,1067839332
2,"Fairfax County, Virginia",Private,1085395868
1,"Fauquier County, Virginia",State Government,0
2,"Fauquier County, Virginia",State Government,0
1,"Fauquier County, Virginia",Local Government,0
2,"Fauquier County, Virginia",Local Government,0
1,"Fauquier County, Virginia",Private,30657262
2,"Fauquier County, Virginia",Private,33813714
1,"Floyd County, Virginia",State Government,0
2,"Floyd County, Virginia",State Government,0
1,"Floyd County, Virginia",Local Government,0
2,"Floyd County, Virginia",Local Government,0
1,"Floyd County, Virginia",Private,4834045
2,"Floyd County, Virginia",Private,5407500
1,"Fluvanna County, Virginia",State Government,0
2,"Fluvanna County, Virginia",State Government,0
1,"Fluvanna County, Virginia",Local Government,0
2,"Fluvanna County, Virginia",Local Government,0
1,"Fluvanna County, Virginia",Private,4430463
2,"Fluvanna County, Virginia",Private,4440762
1,"Franklin County, Virginia",State Government,0
2,"Franklin County, Virginia",State Government,0
1,"Franklin County, Virginia",Local Government,0
2,"Franklin County, Virginia",Local Government,0
1,"Franklin County, Virginia",Private,17234165
2,"Franklin County, Virginia",Private,18164254
1,"Frederick County, Virginia",Federal Government,864446
2,"Frederick County, Virginia",Federal Government,963674
1,"Frederick County, Virginia",State Government,0
2,"Frederick County, Virginia",State Government,0
1,"Frederick County, Virginia",Local Government,0
2,"Frederick County, Virginia",Local Government,0
1,"Frederick County, Virginia",Private,16605702
2,"Frederick County, Virginia",Private,16797160
1,"Giles County, Virginia",State Government,0
2,"Giles County, Virginia",State Government,0
1,"Giles County, Virginia",Local Government,0
2,"Giles County, Virginia",Local Government,0
1,"Giles County, Virginia",Private,0
2,"Giles County, Virginia",Private,4937051
1,"Gloucester County, Virginia",State Government,0
2,"Gloucester County, Virginia",State Government,0
1,"Gloucester County, Virginia",Local Government,0
2,"Gloucester County, Virginia",Local Government,0
1,"Gloucester County, Virginia",Private,16712575
2,"Gloucester County, Virginia",Private,19370508
1,"Goochland County, Virginia",State Government,0
2,"Goochland County, Virginia",State Government,0
1,"Goochland County, Virginia",Local Government,0
2,"Goochland County, Virginia",Local Government,0
1,"Goochland County, Virginia",Private,6360967
2,"Goochland County, Virginia",Private,6357353
1,"Grayson County, Virginia",State Government,0
2,"Grayson County, Virginia",State Government,0
1,"Grayson County, Virginia",Local Government,0
2,"Grayson County, Virginia",Local Government,0
1,"Grayson County, Virginia",Private,2158047
2,"Grayson County, Virginia",Private,2314950
1,"Greene County, Virginia",State Government,0
2,"Greene County, Virginia",State Government,0
1,"Greene County, Virginia",Local Government,0
2,"Greene County, Virginia",Local Government,0
1,"Greene County, Virginia",Private,3518310
2,"Greene County, Virginia",Private,3629243
1,"Greensville County, Virginia",State Government,0
2,"Greensville County, Virginia",State Government,0
1,"Greensville County, Virginia",Local Government,0
2,"Greensville County, Virginia",Local Government,0
1,"Greensville County, Virginia",Private,3870031
2,"Greensville County, Virginia",Private,3867344
1,"Halifax County, Virginia",State Government,681309
2,"Halifax County, Virginia",State Government,689332
1,"Halifax County, Virginia",Local Government,0
2,"Halifax County, Virginia",Local Government,0
1,"Halifax County, Virginia",Private,21962227
2,"Halifax County, Virginia",Private,24328865
1,"Hanover County, Virginia",State Government,0
2,"Hanover County, Virginia",State Government,0
1,"Hanover County, Virginia",Local Government,0
2,"Hanover County, Virginia",Local Government,0
1,"Hanover County, Virginia",Private,83942969
2,"Hanover County, Virginia",Private,93416386
1,"Henrico County, Virginia",State Government,0
2,"Henrico County, Virginia",State Government,0
1,"Henrico County, Virginia",Local Government,0
2,"Henrico County, Virginia",Local Government,0
1,"Henrico County, Virginia",Private,369815093
2,"Henrico County, Virginia",Private,386062249
1,"Henry County, Virginia",State Government,0
2,"Henry County, Virginia",State Government,0
1,"Henry County, Virginia",Local Government,0
2,"Henry County, Virginia",Local Government,0
1,"Henry County, Virginia",Private,11120032
2,"Henry County, Virginia",Private,11631366
1,"Highland County, Virginia",State Government,0
2,"Highland County, Virginia",State Government,0
1,"Highland County, Virginia",Local Government,0
2,"Highland County, Virginia",Local Government,0
1,"Highland County, Virginia",Private,540002
2,"Highland County, Virginia",Private,642221
1,"Isle of Wight County, Virginia",State Government,0
2,"Isle of Wight County, Virginia",State Government,0
1,"Isle of Wight County, Virginia",Local Government,0
2,"Isle of Wight County, Virginia",Local Government,0
1,"Isle of Wight County, Virginia",Private,6406822
2,"Isle of Wight County, Virginia",Private,6879353
1,"James City County, Virginia",State Government,0
2,"James City County, Virginia",State Government,0
1,"James City County, Virginia",Local Government,0
2,"James City County, Virginia",Local Government,0
1,"James City County, Virginia",Private,41938544
2,"James City County, Virginia",Private,45943366
1,"King and Queen County, Virginia",State Government,0
2,"King and Queen County, Virginia",State Government,0
1,"King and Queen County, Virginia",Local Government,0
2,"King and Queen County, Virginia",Local Government,0
1,"King and Queen County, Virginia",Private,0
2,"King and Queen County, Virginia",Private,485465
1,"King George County, Virginia",Federal Government,805448
2,"King George County, Virginia",Federal Government,956894
1,"King George County, Virginia",State Government,0
2,"King George County, Virginia",State Government,0
1,"King George County, Virginia",Local Government,0
2,"King George County, Virginia",Local Government,0
1,"King George County, Virginia",Private,2918316
2,"King George County, Virginia",Private,3014271
1,"King William County, Virginia",State Government,0
2,"King William County, Virginia",State Government,0
1,"King William County, Virginia",Local Government,0
2,"King William County, Virginia",Local Government,0
1,"King William County, Virginia",Private,2517590
2,"King William County, Virginia",Private,2859307
1,"Lancaster County, Virginia",State Government,0
2,"Lancaster County, Virginia",State Government,0
1,"Lancaster County, Virginia",Local Government,0
2,"Lancaster County, Virginia",Local Government,0
1,"Lancaster County, Virginia",Private,10843457
2,"Lancaster County, Virginia",Private,11524211
1,"Lee County, Virginia",State Government,0
2,"Lee County, Virginia",State Government,0
1,"Lee County, Virginia",Local Government,0
2,"Lee County, Virginia",Local Government,0
1,"Lee County, Virginia",Private,5019295
2,"Lee County, Virginia",Private,4980208
1,"Loudoun County, Virginia",State Government,0
2,"Loudoun County, Virginia",State Government,0
1,"Loudoun County, Virginia",Local Government,181872944
2,"Loudoun County, Virginia",Local Government,156720364
1,"Loudoun County, Virginia",Private,203210063
2,"Loudoun County, Virginia",Private,214881024
1,"Louisa County, Virginia",State Government,0
2,"Louisa County, Virginia",State Government,0
1,"Louisa County, Virginia",Local Government,0
2,"Louisa County, Virginia",Local Government,0
1,"Louisa County, Virginia",Private,4468736
2,"Louisa County, Virginia",Private,4459766
1,"Lunenburg County, Virginia",State Government,0
2,"Lunenburg County, Virginia",State Government,0
1,"Lunenburg County, Virginia",Local Government,0
2,"Lunenburg County, Virginia",Local Government,0
1,"Lunenburg County, Virginia",Private,2182637
2,"Lunenburg County, Virginia",Private,2067046
1,"Madison County, Virginia",State Government,0
2,"Madison County, Virginia",State Government,0
1,"Madison County, Virginia",Local Government,0
2,"Madison County, Virginia",Local Government,0
1,"Madison County, Virginia",Private,5049054
2,"Madison County, Virginia",Private,5702591
1,"Mathews County, Virginia",State Government,0
2,"Mathews County, Virginia",State Government,0
1,"Mathews County, Virginia",Local Government,0
2,"Mathews County, Virginia",Local Government,0
1,"Mathews County, Virginia",Private,1708156
2,"Mathews County, Virginia",Private,2042109
1,"Mecklenburg County, Virginia",State Government,0
2,"Mecklenburg County, Virginia",State Government,0
1,"Mecklenburg County, Virginia",Local Government,0
2,"Mecklenburg County, Virginia",Local Government,0
1,"Mecklenburg County, Virginia",Private,19712241
2,"Mecklenburg County, Virginia",Private,21897848
1,"Middlesex County, Virginia",State Government,0
2,"Middlesex County, Virginia",State Government,0
1,"Middlesex County, Virginia",Local Government,0
2,"Middlesex County, Virginia",Local Government,0
1,"Middlesex County, Virginia",Private,3383962
2,"Middlesex County, Virginia",Private,2207217
1,"Montgomery County, Virginia",State Government,0
2,"Montgomery County, Virginia",State Government,0
1,"Montgomery County, Virginia",Local Government,0
2,"Montgomery County, Virginia",Local Government,0
1,"Montgomery County, Virginia",Private,49403386
2,"Montgomery County, Virginia",Private,56755378
1,"Nelson County, Virginia",State Government,0
2,"Nelson County, Virginia",State Government,0
1,"Nelson County, Virginia",Local Government,0
2,"Nelson County, Virginia",Local Government,0
1,"Nelson County, Virginia",Private,2862534
2,"Nelson County, Virginia",Private,2702307
1,"New Kent County, Virginia",State Government,0
2,"New Kent County, Virginia",State Government,0
1,"New Kent County, Virginia",Local Government,0
2,"New Kent County, Virginia",Local Government,0
1,"New Kent County, Virginia",Private,4406070
2,"New Kent County, Virginia",Private,4867484
1,"Northampton County, Virginia",State Government,0
2,"Northampton County, Virginia",State Government,0
1,"Northampton County, Virginia",Local Government,0
2,"Northampton County, Virginia",Local Government,0
1,"Northampton County, Virginia",Private,4903848
2,"Northampton County, Virginia",Private,4783257
1,"Northumberland County, Virginia",State Government,0
2,"Northumberland County, Virginia",State Government,0
1,"Northumberland County, Virginia",Local Government,3022501
2,"Northumberland County, Virginia",Local Government,0
1,"Northumberland County, Virginia",Private,469075
2,"Northumberland County, Virginia",Private,471158
1,"Nottoway County, Virginia",State Government,0
2,"Nottoway County, Virginia",State Government,0
1,"Nottoway County, Virginia",Local Government,0
2,"Nottoway County, Virginia",Local Government,0
1,"Nottoway County, Virginia",Private,4395045
2,"Nottoway County, Virginia",Private,4637020
1,"Orange County, Virginia",State Government,0
2,"Orange County, Virginia",State Government,0
1,"Orange County, Virginia",Local Government,0
2,"Orange County, Virginia",Local Government,0
1,"Orange County, Virginia",Private,4018924
2,"Orange County, Virginia",Private,4098772
1,"Page County, Virginia",State Government,0
2,"Page County, Virginia",State Government,0
1,"Page County, Virginia",Local Government,0
2,"Page County, Virginia",Local Government,0
1,"Page County, Virginia",Private,6022632
2,"Page County, Virginia",Private,5567935
1,"Patrick County, Virginia",State Government,0
2,"Patrick County, Virginia",State Government,0
1,"Patrick County, Virginia",Local Government,0
2,"Patrick County, Virginia",Local Government,0
1,"Patrick County, Virginia",Private,3617607
2,"Patrick County, Virginia",Private,4083714
1,"Pittsylvania County, Virginia",State Government,0
2,"Pittsylvania County, Virginia",State Government,0
1,"Pittsylvania County, Virginia",Local Government,0
2,"Pittsylvania County, Virginia",Local Government,0
1,"Pittsylvania County, Virginia",Private,10951594
2,"Pittsylvania County, Virginia",Private,11278120
1,"Powhatan County, Virginia",State Government,0
2,"Powhatan County, Virginia",State Government,0
1,"Powhatan County, Virginia",Local Government,0
2,"Powhatan County, Virginia",Local Government,0
1,"Powhatan County, Virginia",Private,3874232
2,"Powhatan County, Virginia",Private,4225188
1,"Prince Edward County, Virginia",State Government,0
2,"Prince Edward County, Virginia",State Government,0
1,"Prince Edward County, Virginia",Local Government,0
2,"Prince Edward County, Virginia",Local Government,0
1,"Prince Edward County, Virginia",Private,27639671
2,"Prince Edward County, Virginia",Private,28963731
1,"Prince George County, Virginia",Federal Government,8853820
2,"Prince George County, Virginia",Federal Government,7668386
1,"Prince George County, Virginia",State Government,0
2,"Prince George County, Virginia",State Government,0
1,"Prince George County, Virginia",Local Government,10329139
2,"Prince George County, Virginia",Local Government,10595757
1,"Prince George County, Virginia",Private,8403918
2,"Prince George County, Virginia",Private,8942535
1,"Prince William County, Virginia",Federal Government,6821233
2,"Prince William County, Virginia",Federal Government,8267799
1,"Prince William County, Virginia",State Government,0
2,"Prince William County, Virginia",State Government,0
1,"Prince William County, Virginia",Local Government,0
2,"Prince William County, Virginia",Local Government,0
1,"Prince William County, Virginia",Private,169440989
2,"Prince William County, Virginia",Private,177491406
1,"Pulaski County, Virginia",State Government,0
2,"Pulaski County, Virginia",State Government,0
1,"Pulaski County, Virginia",Local Government,0
2,"Pulaski County, Virginia",Local Government,8123137
1,"Pulaski County, Virginia",Private,12450180
2,"Pulaski County, Virginia",Private,13652861
1,"Rappahannock County, Virginia",State Government,0
2,"Rappahannock County, Virginia",State Government,0
1,"Rappahannock County, Virginia",Local Government,0
2,"Rappahannock County, Virginia",Local Government,0
1,"Rappahannock County, Virginia",Private,963912
2,"Rappahannock County, Virginia",Private,1050132
1,"Richmond County, Virginia",State Government,0
2,"Richmond County, Virginia",State Government,0
1,"Richmond County, Virginia",Local Government,0
2,"Richmond County, Virginia",Local Government,0
1,"Richmond County, Virginia",Private,2647476
2,"Richmond County, Virginia",Private,2861892
1,"Roanoke County, Virginia",State Government,0
2,"Roanoke County, Virginia",State Government,0
1,"Roanoke County, Virginia",Local Government,0
2,"Roanoke County, Virginia",Local Government,0
1,"Roanoke County, Virginia",Private,75417333
2,"Roanoke County, Virginia",Private,79034095
1,"Rockbridge County, Virginia",State Government,0
2,"Rockbridge County, Virginia",State Government,0
1,"Rockbridge County, Virginia",Local Government,0
2,"Rockbridge County, Virginia",Local Government,0
1,"Rockbridge County, Virginia",Private,5130969
2,"Rockbridge County, Virginia",Private,5143444
1,"Rockingham County, Virginia",State Government,0
2,"Rockingham County, Virginia",State Government,0
1,"Rockingham County, Virginia",Local Government,0
2,"Rockingham County, Virginia",Local Government,0
1,"Rockingham County, Virginia",Private,55064226
2,"Rockingham County, Virginia",Private,60718120
1,"Russell County, Virginia",State Government,0
2,"Russell County, Virginia",State Government,0
1,"Russell County, Virginia",Local Government,0
2,"Russell County, Virginia",Local Government,0
1,"Russell County, Virginia",Private,11671380
2,"Russell County, Virginia",Private,12712549
1,"Scott County, Virginia",State Government,0
2,"Scott County, Virginia",State Government,0
1,"Scott County, Virginia",Local Government,0
2,"Scott County, Virginia",Local Government,0
1,"Scott County, Virginia",Private,6341276
2,"Scott County, Virginia",Private,6187123
1,"Shenandoah County, Virginia",State Government,0
2,"Shenandoah County, Virginia",State Government,0
1,"Shenandoah County, Virginia",Local Government,0
2,"Shenandoah County, Virginia",Local Government,0
1,"Shenandoah County, Virginia",Private,17000123
2,"Shenandoah County, Virginia",Private,15558369
1,"Smyth County, Virginia",State Government,0
2,"Smyth County, Virginia",State Government,0
1,"Smyth County, Virginia",Local Government,11282272
2,"Smyth County, Virginia",Local Government,11910887
1,"Smyth County, Virginia",Private,10137635
2,"Smyth County, Virginia",Private,10455239
1,"Southampton County, Virginia",State Government,0
2,"Southampton County, Virginia",State Government,0
1,"Southampton County, Virginia",Local Government,0
2,"Southampton County, Virginia",Local Government,0
1,"Southampton County, Virginia",Private,3402083
2,"Southampton County, Virginia",Private,3324127
1,"Spotsylvania County, Virginia",State Government,0
2,"Spotsylvania County, Virginia",State Government,0
1,"Spotsylvania County, Virginia",Local Government,0
2,"Spotsylvania County, Virginia",Local Government,0
1,"Spotsylvania County, Virginia",Private,54199793
2,"Spotsylvania County, Virginia",Private,58253973
1,"Stafford County, Virginia",State Government,0
2,"Stafford County, Virginia",State Government,0
1,"Stafford County, Virginia",Local Government,0
2,"Stafford County, Virginia",Local Government,0
1,"Stafford County, Virginia",Private,42163275
2,"Stafford County, Virginia",Private,45325486
1,"Surry County, Virginia",State Government,0
2,"Surry County, Virginia",State Government,0
1,"Surry County, Virginia",Local Government,0
2,"Surry County, Virginia",Local Government,0
1,"Surry County, Virginia",Private,125434
2,"Surry County, Virginia",Private,123077
1,"Sussex County, Virginia",State Government,0
2,"Sussex County, Virginia",State Government,0
1,"Sussex County, Virginia",Local Government,0
2,"Sussex County, Virginia",Local Government,0
1,"Sussex County, Virginia",Private,4537277
2,"Sussex County, Virginia",Private,4586097
1,"Tazewell County, Virginia",State Government,0
2,"Tazewell County, Virginia",State Government,0
1,"Tazewell County, Virginia",Local Government,9308465
2,"Tazewell County, Virginia",Local Government,9776743
1,"Tazewell County, Virginia",Private,22531846
2,"Tazewell County, Virginia",Private,24179041
1,"Warren County, Virginia",State Government,0
2,"Warren County, Virginia",State Government,0
1,"Warren County, Virginia",Local Government,0
2,"Warren County, Virginia",Local Government,0
1,"Warren County, Virginia",Private,21788972
2,"Warren County, Virginia",Private,21704881
1,"Washington County, Virginia",State Government,0
2,"Washington County, Virginia",State Government,0
1,"Washington County, Virginia",Local Government,0
2,"Washington County, Virginia",Local Government,0
1,"Washington County, Virginia",Private,29977201
2,"Washington County, Virginia",Private,32784895
1,"Westmoreland County, Virginia",State Government,0
2,"Westmoreland County, Virginia",State Government,0
1,"Westmoreland County, Virginia",Local Government,4747113
2,"Westmoreland County, Virginia",Local Government,4837981
1,"Westmoreland County, Virginia",Private,2611088
2,"Westmoreland County, Virginia",Private,2655585
1,"Wise County, Virginia",State Government,0
2,"Wise County, Virginia",State Government,0
1,"Wise County, Virginia",Local Government,0
2,"Wise County, Virginia",Local Government,0
1,"Wise County, Virginia",Private,13503298
2,"Wise County, Virginia",Private,14591090
1,"Wythe County, Virginia",State Government,0
2,"Wythe County, Virginia",State Government,0
1,"Wythe County, Virginia",Local Government,8510933
2,"Wythe County, Virginia",Local Government,8632429
1,"Wythe County, Virginia",Private,12762341
2,"Wythe County, Virginia",Private,12216923
1,"York County, Virginia",Federal Government,1371098
2,"York County, Virginia",Federal Government,1624604
1,"York County, Virginia",State Government,0
2,"York County, Virginia",State Government,0
1,"York County, Virginia",Local Government,0
2,"York County, Virginia",Local Government,24822410
1,"York County, Virginia",Private,15655255
2,"York County, Virginia",Private,16894656
1,"Alexandria City, Virginia",Federal Government,10733891
2,"Alexandria City, Virginia",Federal Government,13236388
1,"Alexandria City, Virginia",State Government,0
2,"Alexandria City, Virginia",State Government,0
1,"Alexandria City, Virginia",Local Government,56121574
2,"Alexandria City, Virginia",Local Government,55677358
1,"Alexandria City, Virginia",Private,114564193
2,"Alexandria City, Virginia",Private,113902033
1,"Bristol City, Virginia",State Government,0
2,"Bristol City, Virginia",State Government,0
1,"Bristol City, Virginia",Local Government,0
2,"Bristol City, Virginia",Local Government,0
1,"Bristol City, Virginia",Private,7045328
2,"Bristol City, Virginia",Private,7688152
1,"Buena Vista City, Virginia",Local Government,0
2,"Buena Vista City, Virginia",Local Government,0
1,"Buena Vista City, Virginia",Private,3958139
2,"Buena Vista City, Virginia",Private,3690875
1,"Charlottesville City, Virginia",State Government,0
2,"Charlottesville City, Virginia",State Government,0
1,"Charlottesville City, Virginia",Local Government,14985090
2,"Charlottesville City, Virginia",Local Government,15423117
1,"Charlottesville City, Virginia",Private,58333110
2,"Charlottesville City, Virginia",Private,64401754
1,"Chesapeake City, Virginia",Federal Government,236523
2,"Chesapeake City, Virginia",Federal Government,276078
1,"Chesapeake City, Virginia",State Government,0
2,"Chesapeake City, Virginia",State Government,0
1,"Chesapeake City, Virginia",Local Government,101922730
2,"Chesapeake City, Virginia",Local Government,98456437
1,"Chesapeake City, Virginia",Private,106098289
2,"Chesapeake City, Virginia",Private,111809116
1,"Colonial Heights City, Virginia",Local Government,0
2,"Colonial Heights City, Virginia",Local Government,0
1,"Colonial Heights City, Virginia",Private,17710230
2,"Colonial Heights City, Virginia",Private,19343793
1,"Covington City, Virginia",Local Government,2050421
2,"Covington City, Virginia",Local Government,2178474
1,"Covington City, Virginia",Private,1234181
2,"Covington City, Virginia",Private,1248293
1,"Danville City, Virginia",State Government,0
2,"Danville City, Virginia",State Government,0
1,"Danville City, Virginia",Local Government,15585062
2,"Danville City, Virginia",Local Government,14613988
1,"Danville City, Virginia",Private,57284567
2,"Danville City, Virginia",Private,56480458
1,"Emporia City, Virginia",Private,6707267
2,"Emporia City, Virginia",Private,6873652
1,"Fairfax City, Virginia",State Government,1717370
2,"Fairfax City, Virginia",State Government,1646627
1,"Fairfax City, Virginia",Private,39393678
2,"Fairfax City, Virginia",Private,41841114
1,"Falls Church City, Virginia",Federal Government,27639317
2,"Falls Church City, Virginia",Federal Government,32060130
1,"Falls Church City, Virginia",State Government,1782013
2,"Falls Church City, Virginia",State Government,1572065
1,"Falls Church City, Virginia",Local Government,0
2,"Falls Church City, Virginia",Local Government,0
1,"Falls Church City, Virginia",Private,28086087
2,"Falls Church City, Virginia",Private,29324117
1,"Franklin City, Virginia",State Government,0
2,"Franklin City, Virginia",State Government,0
1,"Franklin City, Virginia",Local Government,0
2,"Franklin City, Virginia",Local Government,0
1,"Franklin City, Virginia",Private,9186009
2,"Franklin City, Virginia",Private,9875050
1,"Fredericksburg City, Virginia",Federal Government,2546548
2,"Fredericksburg City, Virginia",Federal Government,3349332
1,"Fredericksburg City, Virginia",State Government,0
2,"Fredericksburg City, Virginia",State Government,0
1,"Fredericksburg City, Virginia",Local Government,9238241
2,"Fredericksburg City, Virginia",Local Government,10000196
1,"Fredericksburg City, Virginia",Private,82924331
2,"Fredericksburg City, Virginia",Private,96682278
1,"Galax City, Virginia",Local Government,3668893
2,"Galax City, Virginia",Local Government,3746532
1,"Galax City, Virginia",Private,13159698
2,"Galax City, Virginia",Private,14294832
1,"Hampton City, Virginia",Federal Government,42702142
2,"Hampton City, Virginia",Federal Government,48378964
1,"Hampton City, Virginia",State Government,0
2,"Hampton City, Virginia",State Government,0
1,"Hampton City, Virginia",Local Government,40962070
2,"Hampton City, Virginia",Local Government,40513905
1,"Hampton City, Virginia",Private,98341680
2,"Hampton City, Virginia",Private,102846740
1,"Harrisonburg City, Virginia",State Government,0
2,"Harrisonburg City, Virginia",State Government,0
1,"Harrisonburg City, Virginia",Local Government,0
2,"Harrisonburg City, Virginia",Local Government,0
1,"Harrisonburg City, Virginia",Private,39937871
2,"Harrisonburg City, Virginia",Private,42406701
1,"Hopewell City, Virginia",State Government,0
2,"Hopewell City, Virginia",State Government,0
1,"Hopewell City, Virginia",Local Government,0
2,"Hopewell City, Virginia",Local Government,0
1,"Hopewell City, Virginia",Private,15457240
2,"Hopewell City, Virginia",Private,15279823
1,"Lexington City, Virginia",State Government,0
2,"Lexington City, Virginia",State Government,0
1,"Lexington City, Virginia",Local Government,1259650
2,"Lexington City, Virginia",Local Government,1224398
1,"Lexington City, Virginia",Private,23694436
2,"Lexington City, Virginia",Private,26077745
1,"Lynchburg City, Virginia",State Government,0
2,"Lynchburg City, Virginia",State Government,0
1,"Lynchburg City, Virginia",Local Government,0
2,"Lynchburg City, Virginia",Local Government,0
1,"Lynchburg City, Virginia",Private,156341336
2,"Lynchburg City, Virginia",Private,172864173
1,"Manassas City, Virginia",State Government,0
2,"Manassas City, Virginia",State Government,0
1,"Manassas City, Virginia",Local Government,0
2,"Manassas City, Virginia",Local Government,0
1,"Manassas City, Virginia",Private,59769242
2,"Manassas City, Virginia",Private,63688936
1,"Manassas Park City, Virginia",Local Government,0
2,"Manassas Park City, Virginia",Local Government,0
1,"Manassas Park City, Virginia",Private,697429
2,"Manassas Park City, Virginia",Private,780305
1,"Martinsville City, Virginia",State Government,0
2,"Martinsville City, Virginia",State Government,0
1,"Martinsville City, Virginia",Local Government,0
2,"Martinsville City, Virginia",Local Government,0
1,"Martinsville City, Virginia",Private,18601680
2,"Martinsville City, Virginia",Private,18054999
1,"Newport News City, Virginia",Federal Government,11960821
2,"Newport News City, Virginia",Federal Government,10143071
1,"Newport News City, Virginia",State Government,0
2,"Newport News City, Virginia",State Government,0
1,"Newport News City, Virginia",Local Government,0
2,"Newport News City, Virginia",Local Government,0
1,"Newport News City, Virginia",Private,169637740
2,"Newport News City, Virginia",Private,185589093
1,"Norfolk City, Virginia",Federal Government,5362421
2,"Norfolk City, Virginia",Federal Government,6467597
1,"Norfolk City, Virginia",State Government,66416313
2,"Norfolk City, Virginia",State Government,61919442
1,"Norfolk City, Virginia",Local Government,0
2,"Norfolk City, Virginia",Local Government,75250844
1,"Norfolk City, Virginia",Private,310110902
2,"Norfolk City, Virginia",Private,322049571
1,"Norton City, Virginia",Federal Government,513318
2,"Norton City, Virginia",Federal Government,592228
1,"Norton City, Virginia",State Government,0
2,"Norton City, Virginia",State Government,0
1,"Norton City, Virginia",Local Government,0
2,"Norton City, Virginia",Local Government,0
1,"Norton City, Virginia",Private,11589078
2,"Norton City, Virginia",Private,13087701
1,"Petersburg City, Virginia",State Government,164158
